name,pop,lat,lon
Murmansk,319263,68.97,33.1
Windsor,319246,42.3333,-83.0333
Holguín,319102,20.8872,-76.2631
Öskemen,319067,49.99,82.6149
Tepic,318781,21.5054,-104.88
Vladimir,318648,56.13,40.4099
Mobile,318084,30.6782,-88.1163
Hat Yai,317954,6.9964,100.4714
Poltava,317847,49.574,34.5703
Cumaná,317603,10.45,-64.18
Hrodna,317365,53.6779,23.8341
Rohtak,317245,28.9,76.58
Al Fayyūm,316772,29.31,30.84
Cluj-Napoca,316748,46.7884,23.5984
Bauchi,316149,10.3104,9.84
Lexington,315939,38.0423,-84.4587
Alicante,315863,38.3512,-0.4836
Dezfūl,315482,32.3804,48.47
Maiquetía,315442,10.6004,-66.97
Armenia,315328,4.5343,-75.6811
Timişoara,315053,45.7588,21.2234
Pescara,314789,42.4554,14.2187
Gdynia,314664,54.5204,18.53
Angeles City,314493,15.1451,120.5451
Ningde,314077,26.6804,119.5301
Aswān,313442,24.0875,32.8989
Varna,312770,43.2156,27.8953
Koblenz,312633,50.3505,7.6
Cherepovets,311850,59.1404,37.91
Qŭrghonteppa,311574,37.8373,68.7713
Semey,311353,50.435,80.275
Galaţi,311156,45.4559,28.0459
Braşov,311044,45.6475,25.6072
Sambalpur,310852,21.4704,83.9701
Pucallpa,310750,-8.3689,-74.535
Antofagasta,309832,-23.65,-70.4
Huntsville,309716,34.6988,-86.6412
Santa Clarita,309378,34.4155,-118.4992
Asheville,309250,35.5704,-82.5537
Sapele,309162,5.8904,5.68
Dayr az Zawr,309141,35.3304,40.13
Chita,308500,52.055,113.465
Valledupar,308237,10.48,-73.25
Vitória da Conquista,308204,-14.85,-40.84
Antsirabe,307921,-19.85,47.0333
Nal’chik,307866,43.4981,43.6179
Chernihiv,307684,51.5049,31.3015
Ratlām,307229,23.3504,75.03
St. Paul,306621,44.9477,-93.104
Ksar El Kebir,306600,35.0204,-5.91
Tawau,306462,4.271,117.896
Fīrozābād,306409,27.15,78.3949
Porto Velho,306180,-8.75,-63.9
San Salvador de Jujuy,305891,-24.1833,-65.3
Hatay,305564,36.2304,36.12
Franca,305041,-20.53,-47.39
Rājahmundry,304804,17.0303,81.79
Olongapo,304388,14.8296,120.2828
Craiova,304142,44.3263,23.8259
Kawm Umbū,303962,24.47,32.95
Los Teques,303470,10.42,-67.02
Constanţa,303399,44.2027,28.61
Saransk,303394,54.1704,45.18
Wenlan,303341,23.3619,103.4061
Gəncə,303268,40.685,46.35
Fort Collins,303184,40.5475,-105.0651
Hakodate,302984,41.795,140.74
Antioch,302885,37.9789,-121.7957
Chemnitz,302643,50.83,12.92
Henderson,302539,36.0146,-115.0362
Kingston upon Hull,302296,53.7504,-0.33
Batman,302074,37.8904,41.14
Qinā,302027,26.1505,32.72
Barddhamān,301725,23.2504,87.865
Jinja,301619,0.4404,33.1999
Gujrat,301506,32.58,74.08
Tambov,301482,52.73,41.43
Kumul,300848,42.827,93.515
Brest,300715,52.1,23.7
Mardan,300424,34.2,72.04
Bīdar,300136,17.9229,77.5175
Rạch Giá,300000,10.0154,105.0914
Sóc Trăng,300000,9.6037,105.98
Qyzylorda,300000,44.8,65.465
Curepipe,299975,-20.3162,57.5166
Kanggye,299514,40.9732,126.6032
Ba‘qūbah,299479,33.7476,44.6573
Damietta,299459,31.4204,31.82
Oyster Bay,298655,40.7845,-73.5139
Jember,298585,-8.1727,113.6873
Al Mubarraz,298562,25.4291,49.5659
Al Kharj,298428,24.1556,47.312
Aomori,298394,40.825,140.71
Chernivtsi,298251,48.3053,25.9216
İskenderun,297943,36.5804,36.17
Cherkasy,297568,49.4347,32.0709
Trenton,296869,40.2236,-74.7641
Rāmpur,296418,28.8154,79.025
Morioka,295172,39.72,141.13
Ar Ramādī,295121,33.42,43.3
Vologda,294889,59.21,39.92
Sumy,294456,50.9243,34.7809
Abertawe,294339,51.63,-3.95
Fukushima,294237,37.74,140.47
Blumenau,293949,-26.92,-49.09
Thiès,293001,14.8104,-16.93
Kākināda,292923,16.9675,82.2375
Pānīpat,292808,29.4004,76.97
Makurdi,292645,7.73,8.53
Ponta Grossa,292177,-25.09,-50.16
Minna,291905,9.62,6.55
Białystok,291855,53.1504,23.17
Mbeya,291649,-8.89,33.43
Cagliari,291511,39.2224,9.104
Lakeland,291281,28.0557,-81.9545
Khammam,290839,17.2804,80.1601
Bafoussam,290768,5.4904,10.4099
Kasur,290643,31.1254,74.455
Hong’an,289999,47.21,123.61
Kassel,289924,51.3,9.5
Limeira,289665,-22.5495,-47.4
Victoria,289625,48.4333,-123.35
Bhuj,289429,23.2504,69.81
Huizhou,289201,23.08,114.4
Karīmnagar,288251,18.4604,79.11
Sinŭiju,288112,40.0859,124.4213
Talcahuano,288074,-36.7167,-73.1167
Ciudad Obregón,288002,27.4666,-109.925
Shreveport,287432,32.4659,-93.7959
Davenport,287413,41.5563,-90.6052
Coatzacoalcos,287285,18.1204,-94.42
Springfield,287222,37.1943,-93.2915
Tirupati,287035,13.6504,79.42
Cuenca,286878,-2.9,-79
Butembo,286403,0.13,29.28
Sekondi,286248,4.9433,-1.704
Plano,286143,33.0502,-96.7487
Petrópolis,286071,-22.5095,-43.2
Hospet,286007,15.2804,76.375
Rangpur,285564,25.75,89.28
Rockford,285562,42.2598,-89.0641
Newark,285154,40.7245,-74.1725
Lincoln,285118,40.8088,-96.6796
Az Zaqāzīq,285097,30.5833,31.5167
Mandya,285034,12.5704,76.92
Round Lake Beach,284607,42.379,-88.0811
Bago,284318,17.32,96.515
Barinas,284289,8.6,-70.25
Iksan,283501,35.941,126.9454
Alwar,283228,27.5454,76.6049
Cadiz,283157,10.9587,123.3086
Cádiz,283157,36.535,-6.225
Aizawl,283021,23.7104,92.72
Kupang,282396,-10.1787,123.583
Tongchuanshi,282258,35.08,109.03
Zhytomyr,282192,50.2456,28.6622
Jining,281716,41.03,113.08
Bahía Blanca,281536,-38.74,-62.265
Cap-Haïtien,281487,19.7592,-72.2125
Ambato,281425,-1.2696,-78.62
South Bend,281100,41.6771,-86.2692
Gorgān,281023,36.8303,54.48
Batna,280798,35.57,6.17
Tacna,280098,-18,-70.25
Savannah,280082,32.0281,-81.1785
Tacloban,280006,11.2504,125
Xinzhou,279607,38.4104,112.72
Cotabato,279519,7.2169,124.2484
Rize,279450,41.0208,40.5219
Ica,279420,-14.068,-75.7255
Sumqayıt,279159,40.58,49.63
Taganrog,279056,47.23,38.92
Kaolack,277812,14.15,-16.1
Kostroma,277656,57.77,40.94
Irvine,277453,33.6772,-117.7738
Owo,276574,7.2004,5.59
Sukabumi,276414,-6.9096,106.9
Komsomol’sk-na-Amure,275908,50.555,137.02
Prokop’yevsk,275615,53.9,86.71
Montería,275198,8.7575,-75.89
Mbandaka,274996,0.04,18.26
Ciudad Victoria,274900,23.72,-99.13
Sétif,274744,36.18,5.4
Pamplona,274545,42.82,-1.65
Jinshi,274000,29.6321,111.8517
Ubon Ratchathani,273893,15.25,104.83
Crato,273883,-7.2296,-39.42
Crato,273883,-7.4639,-63.04
Guantánamo,272801,20.1453,-75.2061
Blackpool,272792,53.8304,-3.05
Majene,272377,-3.5336,118.966
Yamagata,272209,38.2705,140.32
Pekalongan,272000,-6.8796,109.67
Elazığ,271492,38.68,39.23
Sar Pol,271467,36.5504,53.1
Canton,271184,40.8076,-81.3678
Tasikmalaya,271143,-7.3254,108.2147
Bijāpur,271064,16.8354,75.71
Venice,270816,45.4387,12.335
Jersey City,270753,40.7161,-74.0683
Chula Vista,270471,32.6281,-117.0145
Gombe,270366,10.2904,11.17
Münster,270184,51.9704,7.62
Thohoyandou,269707,-22.95,30.48
Kiel,269427,54.3304,10.13
Malmö,269349,55.5833,13.0333
Nancy,268976,48.6837,6.2
Mokpo,268402,34.8068,126.3958
Tebingtinggi,268043,3.3304,99.13
Yanbu‘,267590,24.0943,38.0493
Eugene,267568,44.0563,-123.1173
Tshikapa,267462,-6.41,20.77
Reading,267300,40.34,-75.9267
Sterlitamak,267231,53.63,55.96
Padangsidempuan,266882,1.3887,99.2734
Myeik,266720,12.4541,98.6115
Temuco,265901,-38.73,-72.58
Lafayette,265746,30.2084,-92.0323
Lausanne,265702,46.5304,6.65
Saint-Étienne,265684,45.4304,4.38
Petrozavodsk,265025,61.85,34.28
Imphal,264986,24.8,93.95
Umuahia,264662,5.532,7.486
Uruapan,264531,19.4204,-102.07
Sivas,264022,39.7454,37.035
Tobruk,263527,32.08,23.96
St. Petersburg,263255,27.793,-82.6652
Graz,263234,47.0778,15.41
Kindu,262914,-2.9639,25.91
Lubbock,262505,33.5642,-101.8871
Aqtöbe,262457,50.28,57.17
Paraná,262295,-31.7333,-60.5333
Az Zubayr,262219,30.3892,47.708
Peoria,262010,40.7521,-89.6155
Hotan,261730,37.0997,79.9269
Cabo Frio,261721,-22.89,-42.04
Balıkesir,261516,39.6504,27.89
Zhuanghe,261510,39.6823,122.9619
Sincelejo,261187,9.2904,-75.38
Petrolina,260985,-9.38,-40.51
Acarigua,260921,9.5804,-69.2
Wollongong,260914,-34.4154,150.89
Uberaba,260843,-19.78,-47.95
Myrtle Beach,260487,33.7096,-78.8842
Laredo,260244,27.5617,-99.4874
Sakarya,260109,40.8,30.415
Konibodom,259876,40.2922,70.4272
Salem,259816,44.9232,-123.0245
Kunduz,259809,36.728,68.8725
Tampere,259279,61.5,23.75
Columbus,259160,32.51,-84.8771
Popayán,258750,2.42,-76.61
Nonthaburi,258550,13.8337,100.4833
Al Mukallā,258132,14.5412,49.1259
Rio Branco,257642,-9.9666,-67.8
Etāwah,257448,26.7855,79.015
Mendefera,257390,14.886,38.8163
Cascavel,257172,-24.9596,-53.46
Ondo,257005,7.0904,4.84
Chimoio,256936,-19.12,33.47
Ensenada,256565,31.87,-116.62
Dzerzhinsk,256537,56.2504,43.46
Ấp Đa Lợi,256019,11.9304,108.42
Montgomery,255908,32.3473,-86.2666
Damaturu,255895,11.749,11.966
Rāichūr,255240,16.2104,77.355
Daloa,255168,6.89,-6.45
Rivne,255106,50.6166,26.2528
Turpan,254900,42.9354,89.165
Freiburg im Breisgau,254889,48.0004,7.8699
Poza Rica de Hidalgo,254481,20.5504,-97.47
Chuxiong,254370,25.0364,101.5456
Cirebon,254298,-6.7333,108.5666
Fort-de-France,253995,14.6104,-61.08
Pathānkot,253987,32.2703,75.72
Chandler,253458,33.2827,-111.8517
Anchorage,253421,61.1508,-149.1091
Tallahassee,253030,30.4551,-84.2527
Chīrāla,253000,15.8604,80.34
Buenaventura,252805,3.8724,-77.0505
El Fasher,252609,13.63,25.35
Dire Dawa,252279,9.59,41.86
Suihua,252245,46.6304,126.98
Messina,252026,38.2005,15.55
Borūjerd,251958,33.92,48.8
Linhai,251759,28.85,121.12
Khon Kaen,251056,16.42,102.83
Morogoro,250902,-6.82,37.66
Governador Valadares,250878,-18.87,-41.97
Sonīpat,250521,29,77.02
Santa Clara,250512,22.4,-79.9667
Iwo,250443,7.63,4.18
Concord,250186,35.3932,-80.6363
Zumpango,250000,19.8104,-99.11
Laiyang,250000,36.9684,120.7084
Jaffna,250000,9.675,80.005
Arua,250000,3.0204,30.9
Quảng Ngãi,250000,15.1504,108.83
Caserta,250000,41.06,14.3374
Como,250000,45.81,9.08
Niš,250000,43.3304,21.9
Lucerne,250000,47.0504,8.28
Kāshān,250000,33.9804,51.58
Scottsdale,249950,33.6872,-111.8651
Várzea Grande,249752,-15.65,-56.14
Kropyvnyts’kyy,249454,48.5041,32.2603
Melun,249432,48.5333,2.6666
Mutare,249365,-18.97,32.65
Santa Maria,249219,-29.6833,-53.8
Ḩafar al Bāţin,249194,28.4337,45.9601
Los Mochis,249047,25.79,-109
Jalal-Abad,248899,40.9429,73.0025
Vũng Tàu,248767,10.3554,107.085
Fukui,248707,36.0704,136.22
Singkawang,248012,0.912,108.9655
Miskolc,247757,48.1004,20.78
Killeen,247489,31.0755,-97.7297
Plymouth,247297,50.3854,-4.16
Udon Thani,247231,17.4048,102.7893
Kattaqo‘rg‘on,247113,39.9007,66.2608
Orsk,246836,51.21,58.6273
San Bernardo,246762,-33.6,-70.7
Glendale,246709,33.5797,-112.2258
Oruro,246501,-17.98,-67.13
Bratsk,246348,56.157,101.615
Wilmington,245910,34.2101,-77.886
Matadi,245862,-5.8166,13.45
Mirzāpur,245817,25.1454,82.57
Shinozaki,245786,33.9654,130.9454
Rzeszów,245686,50.0705,22
Juliaca,245675,-15.5,-70.14
Qinzhou,245376,21.9504,108.62
Winter Haven,245237,28.0118,-81.7017
Nizhnevartovsk,244937,60.935,76.58
Ternopil’,244768,49.536,25.5821
Braunschweig,244715,52.25,10.5
Norfolk,244703,36.8945,-76.259
Hebi,244662,35.9504,114.22
Thủ Dầu Một,244277,10.9691,106.6527
Kunsan,244080,35.9818,126.716
Jessore,243987,23.1704,89.2
Manisa,243971,38.6304,27.44
Wŏnju,243387,37.3551,127.9396
Nam Định,243186,20.42,106.2
Angarsk,243158,52.56,103.92
North Las Vegas,242975,36.288,-115.0901
Hāpur,242920,28.7437,77.7628
Gilbert,242354,33.3103,-111.7463
Le Havre,242124,49.505,0.105
Caruaru,242094,-8.28,-35.98
Neuquén,242092,-38.95,-68.06
Ulanhot,241894,46.08,122.08
Novorossiysk,241856,44.73,37.7699
Tehuacán,241429,18.4504,-97.38
Atlantic City,241363,39.3797,-74.4527
Ivano-Frankivs’k,241239,48.9348,24.7094
Barnstable Town,241132,41.6722,-70.3599
Fuzhou,241104,27.9703,116.36
San Pablo,240830,14.0696,121.3226
Chesapeake,240397,36.6778,-76.3024
Irving,240373,32.8584,-96.9702
Hialeah,239673,25.8696,-80.3046
Hachimanchō,239046,40.51,141.54
Garland,238002,32.91,-96.6305
Fürth,237844,49.47,11
As Sīb,237816,23.6802,58.1825
Aarhus,237551,56.1572,10.2107
Sato,237444,33.1631,129.7177
Al Jubayl,237274,27.0046,49.646
Taiping,237095,4.865,100.72
Pathein,237089,16.7704,94.75
Tegal,237084,-6.8696,109.12
Yidu,237042,30.3004,111.5
Sylhet,237000,24.9036,91.8736
Qostanay,236901,53.2209,63.6283
Košice,236563,48.7304,21.25
Monclova,236244,26.9,-101.42
Tours,236096,47.3804,0.6999
Dera Ghazi Khan,236093,30.0604,70.6351
Springs,236083,-26.2696,28.43
Luton,235958,51.8804,-0.42
Sahiwal,235695,30.6717,73.1118
Oviedo,235651,43.3505,-5.83
Yakutsk,235600,62.035,129.735
Lübeck,235390,53.8704,10.67
Jizzax,235352,40.1004,67.83
Palmas,235315,-10.2377,-48.2878
Boa Vista,235150,2.8161,-60.666
Kediri,235143,-7.7896,112
McKinney,235134,33.2016,-96.6669
Fremont,234962,37.5265,-121.9852
Kismaayo,234852,-0.3566,42.5183
Ibb,234837,13.9759,44.1709
Türkmenabat,234817,39.11,63.58
Punto Fijo,234736,11.72,-70.21
Porbandar,234684,21.67,69.67
Visalia,234573,36.3276,-119.3269
Zacatecas,234481,22.7704,-102.58
Santa Ana,234478,13.9946,-89.5598
Santa Ana de Yacuma,234478,-13.76,-65.58
Singaraja,234468,-8.1152,115.0944
Nizhnekamsk,234297,55.6404,51.82
York,234245,39.9651,-76.7315
Zābol,233968,31.0215,61.4815
Rancagua,233268,-34.17,-70.74
Clermont-Ferrand,233050,45.78,3.08
Kennewick,232915,46.1979,-119.1732
Kremenchuk,232742,49.0835,33.4296
Maradi,232555,13.4916,7.0964
Ploieşti,232542,44.9469,26.0365
Nakhon Si Thammarat,232335,8.4,99.97
Heṭauḍā,232334,27.4167,85.0334
Evansville,232285,37.9881,-87.5341
Saidpur,232209,25.8004,89
Paradise,231858,36.0807,-115.1369
Al Fallūjah,231819,33.3477,43.7773
Xiulin,231787,29.7004,112.4
Ngaoundéré,231357,7.3204,13.58
Debrecen,231286,47.5305,21.63
Osnabrück,231268,52.2804,8.05
Nashua,231262,42.7491,-71.491
North Hempstead,231085,40.7912,-73.6688
Syktyvkar,230910,61.66,50.82
Zhangye,230728,38.93,100.45
Ilhéus,230622,-14.78,-39.05
Santarém,230428,-2.4333,-54.7
Zinder,230358,13.8,8.9833
Nukus,230006,42.47,59.615
Magdeburg,229826,52.1304,11.62
Tlemcen,229777,34.8904,-1.32
Noginsk,229731,55.8704,38.48
Noginsk,229731,64.4833,91.2333
Arlington,229534,38.8786,-77.1011
Nawabshah,229504,26.2454,68.4
Bharatpur,229384,27.2504,77.5
Uitenhage,228912,-33.7596,25.39
Beipiao,228515,41.81,120.76
Errachidia,228489,31.9404,-4.45
Petropavl,228238,54.88,69.22
Miri,228212,4.3999,113.9845
Brownsville,227883,25.998,-97.4565
Iquique,227499,-20.25,-70.13
Hyesan,227461,41.3927,128.1927
Puducherry,227411,11.935,79.83
Quillacollo,227052,-17.4,-66.28
Staryy Oskol,226977,51.3004,37.84
Liaocheng,226930,36.4304,115.97
Gusau,226857,12.1704,6.66
Tanjungpinang,226666,0.9168,104.4714
Chon Buri,226618,13.4004,101
Chuncheon,226509,37.8747,127.7342
Monywa,226222,22.105,95.15
Sabzevār,226183,36.22,57.63
Groznyy,226100,43.3187,45.6987
Kolpino,225801,59.73,30.65
Sikasso,225753,11.3204,-5.68
Mubi,225705,10.2703,13.27
Novi Sad,225457,45.2504,19.8499
Juazeiro do Norte,225230,-7.21,-39.32
Nyanza,225209,-2.3496,29.74
Skikda,225181,36.8804,6.9
Karnāl,225049,29.6804,76.97
Bạc Liêu,225000,9.2804,105.72
Minamiōzuma,224926,36.2404,137.97
Tanga,224876,-5.07,39.09
Cidade de Nacala,224795,-14.5186,40.715
Vitoria-Gasteiz,224578,42.85,-2.67
Nāgercoil,224329,8.1804,77.43
Haeju,224231,38.0394,125.7144
Adıyaman,223744,37.7704,38.2799
Okara,223648,30.8104,73.45
Nārāyanganj,223622,23.6204,90.5
Colima,223287,19.23,-103.72
Appleton,222222,44.2774,-88.3894
Hancheng,222135,35.4704,110.43
‘Ar‘ar,222016,30.99,41.0207
Itabuna,221938,-14.7896,-39.28
Banja Luka,221738,44.7804,17.18
Guéckédou,221715,8.554,-10.151
Neyshābūr,221700,36.22,58.82
Āmol,221650,36.4713,52.3633
Tapachula,221521,14.9,-92.27
Formosa,221383,-26.1728,-58.1828
Gulfport,221348,30.4271,-89.0703
Shakhty,221312,47.7204,40.27
Blagoveshchensk,221296,50.2666,127.5333
Córdoba,220563,18.9204,-96.92
Babruysk,220517,53.1266,29.1928
Cabanatuan City,220250,15.5021,120.9617
Polokwane,220045,-23.89,29.45
Lhasa,219599,29.645,91.1
Tanjore,219571,10.7704,79.15
Gabès,219517,33.9004,10.1
Baghlān,218748,36.1393,68.6993
Thousand Oaks,218729,34.1914,-118.8755
Velikiy Novgorod,218717,58.5,31.33
Wuhai,218427,39.6647,106.8122
Bertoua,218111,4.5804,13.68
Imperatriz,218106,-5.52,-47.49
Potsdam,218095,52.4004,13.07
San Pedro de Macorís,217899,18.4504,-69.3
Mallawī,217365,27.7304,30.84
Sibolga,217312,1.75,98.8
Orléans,217301,47.9004,1.9
Denov,217274,38.2772,67.8872
Avondale,217192,33.3858,-112.3236
San Bernardino,216995,34.1417,-117.2945
Gilgit,216760,35.9171,74.3
Rybinsk,216724,58.0503,38.82
Groningen,216688,53.2204,6.58
Bremerton,216480,47.5436,-122.7121
Roanoke,216177,37.2785,-79.958
Trieste,216035,45.6504,13.8
Kielce,215733,50.8904,20.66
Mulhouse,215454,47.7504,7.35
Biysk,215430,52.5341,85.18
Hickory,215353,35.7426,-81.323
Owerri,215038,5.493,7.026
Zamora,214947,19.9804,-102.28
Navoiy,214828,40.1104,65.355
Split,214741,43.5204,16.47
Kalamazoo,214083,42.2749,-85.5882
Oradea,213830,47.05,21.92
Luts’k,213661,50.7472,25.3334
Portoviejo,213601,-1.06,-80.46
Bergen,213585,60.391,5.3245
Brăila,213569,45.292,27.969
Tacoma,213418,47.2431,-122.4531
Nanping,213054,26.6304,118.17
Machala,213034,-3.26,-79.96
Limbe,212474,4.0304,9.19
Marília,212218,-22.21,-49.95
Fontana,211815,34.0968,-117.4599
Kırıkkale,211138,39.8504,33.53
Abhā,210886,18.2301,42.5001
San-Pédro,210273,4.7704,-6.64
Toamasina,210226,-18.1818,49.405
Pāli,210103,25.7904,73.3299
Thái Bình,210000,20.4503,106.333
Oral,209788,51.2711,51.335
Presidente Prudente,209502,-22.12,-51.39
Sanming,209444,26.23,117.58
Rennes,209375,48.1,-1.67
Ijebu-Ode,209175,6.8204,3.92
Tema,209000,5.6404,0.01
Santander,208763,43.3805,-3.8
Green Bay,208625,44.515,-87.9896
Sidi Bel Abbès,208604,35.1903,-0.64
Bojnūrd,208582,37.47,57.32
La Romana,208437,18.417,-68.9666
Ḩajjah,208287,15.6917,43.6021
Waitakere,208100,-36.8524,174.5543
Lobito,207932,-12.37,13.5412
College Station,207308,30.5852,-96.296
Pingliang,207256,35.5304,106.6801
Moreno Valley,207226,33.9244,-117.2045
Laoag,207048,18.1988,120.5936
Bahir Dar,206748,11.6001,37.3833
Beersheba,206408,31.25,34.83
Korla,206373,41.73,86.15
Salzburg,206279,47.8105,13.04
Kalemie,206257,-5.9333,29.2
Amarillo,206072,35.1989,-101.831
Portland,206023,43.6773,-70.2715
Northcote,205605,-36.7913,174.7758
Jiutai,205399,44.1447,125.8443
Campeche,205212,19.83,-90.5
Puqi,205164,29.7204,113.88
São Carlos,205035,-22.02,-47.89
Fargo,204820,46.8653,-96.8292
Funchal,204767,32.65,-16.88
Criciúma,204217,-28.68,-49.39
Lampang,204081,18.2916,99.4813
Santa Barbara,204034,34.4285,-119.7202
Huntington,204011,40.8522,-73.3824
Colón,204000,9.365,-79.875
Norwich,203916,41.5495,-72.0882
Şalālah,203877,17.0255,54.0852
Sibu,203832,2.303,111.843
Las Tunas,203684,20.9601,-76.9544
Lianzhou,203639,24.7815,112.3825
Guaratinguetá,203580,-22.82,-45.19
Pisa,203336,43.7205,10.4
Agartala,203264,23.8354,91.28
Erfurt,203254,50.9701,11.03
Timon,203157,-5.115,-42.845
Edéa,203149,3.8005,10.12
Rostock,203080,54.0704,12.15
Glendale,203054,34.1818,-118.2468
Ongole,202860,15.5604,80.05
Djougou,202810,9.7004,1.68
Khowy,202728,38.5304,44.97
Mossoró,202583,-5.19,-37.34
Barisāl,202242,22.7004,90.375
Biskra,202103,34.86,5.73
Angren,202070,41.0304,70.1549
Taranto,202033,40.5084,17.23
Yonkers,202019,40.9466,-73.8674
Pskov,201990,57.83,28.3299
Al Khums,201943,32.6604,14.26
Minatitlán,201902,17.9805,-94.53
Huntington Beach,201874,33.696,-118.0025
Chiniot,201781,31.72,72.98
Pingzhen,201632,24.9439,121.2161
San Miguel,201563,13.4833,-88.1833
Lashkar Gāh,201546,31.583,64.36
Daşoguz,201424,41.84,59.965
Sete Lagoas,201334,-19.4496,-44.25
Gedaref,201282,14.04,35.38
Cartagena,201274,37.6004,-0.98
Puri,201026,19.8204,85.9
Aurora,200965,41.7637,-88.2901
Dindigul,200797,10.38,78
Haldia,200762,22.0257,88.0583
Moratuwa,200000,6.7804,79.88
Rivera,200000,-30.8996,-55.56
Pokhara,200000,28.264,83.972
Zhubei,200000,24.8333,121.0119
Bergamo,200000,45.7004,9.67
Néma,200000,16.6171,-7.25
Az Zāwīyah,200000,32.7604,12.72
Kasama,200000,-10.1996,31.1799
Maīmanah,199795,35.9302,64.7701
Gainesville,199695,29.6804,-82.3458
Bacău,199668,46.5784,26.9196
Taza,199633,34.2204,-4.02
Batu Pahat,199619,1.8504,102.9333
Balakovo,199572,52.03,47.8
Armavir,199548,45.0004,41.13
Rosetta,199509,31.4604,30.39
Bila Tserkva,199163,49.7743,30.1309
Saskatoon,198958,52.17,-106.67
Aydın,198857,37.85,27.85
Huangyan,198713,28.65,121.25
Bulandshahr,198612,28.4104,77.8484
Ashino,198566,42.975,144.3747
Purnea,198453,25.7854,87.48
Martapura,198239,-3.4135,114.8365
Gemena,198056,3.26,19.77
Thanh Hóa,197551,19.82,105.8
Mbanza-Ngungu,197545,-5.2496,14.86
Kōfu,197540,35.6504,138.5833
Salamanca,197524,20.5704,-101.2
Talca,197479,-35.455,-71.67
Proddatūr,197451,14.7504,78.57
El Tigre,197440,8.8903,-64.26
Gurgaon,197340,28.45,77.02
Burhānpur,197233,21.3004,76.13
Kure,196991,34.251,132.5656
Cartago,196946,9.87,-83.93
Porlamar,196934,10.9604,-63.85
Reims,196565,49.2504,4.03
Olympia,196078,47.0417,-122.8959
Engel’s,196011,51.5004,46.12
North Port,195992,27.0577,-82.1975
Burgas,195966,42.5146,27.4746
Ghandinagar,195891,23.3004,72.6399
Spring Valley,195646,36.0987,-115.2619
Iskandar,195633,41.5507,69.6807
Naka,195318,37.4504,138.86
Coro,195227,11.42,-69.68
Brikama,195136,13.2804,-16.6599
Severodvinsk,194292,64.57,39.83
Al Jahrā’,194193,29.3375,47.6581
Huntington,194155,38.4109,-82.4344
Deltona,194061,28.905,-81.2136
Bongor,193941,10.2859,15.3872
Sunrise Manor,193854,36.1785,-115.049
Grand Prairie,193837,32.687,-97.0209
Divinópolis,193832,-20.1495,-44.9
Salinas,193590,36.6884,-121.6317
Tarakan,193069,3.3,117.633
Machilīpatnam,192827,16.2004,81.18
Oxford,192796,51.7704,-1.25
Ciudad Madero,192736,22.3189,-97.8361
Bayamo,192632,20.3795,-76.6433
Klaipėda,192307,55.7204,21.1199
Dunhua,191870,43.3505,128.22
Ziguinchor,191716,12.59,-16.29
Waterbury,191484,41.5583,-73.0361
Barrancabermeja,191403,7.09,-73.85
Zlatoust,191366,55.175,59.65
Muar,191346,2.0337,102.5666
Overland Park,191278,38.887,-94.687
Dhamār,191259,14.5575,44.3875
Valera,191167,9.32,-70.62
Bhiwāni,190855,28.81,76.125
Norwich,190756,52.6304,1.3
Butuan,190557,8.9495,125.5436
Caen,190099,49.1838,-0.35
Saint-Denis,190047,-20.8789,55.4481
Saddiqabad,189876,28.3006,70.1302
La Paz,189767,24.14,-110.32
Sơn Tây,189547,21.1382,105.505
Aberdeen,189364,57.1704,-2.08
Syzran’,189338,53.17,48.48
Đồng Hới,189265,17.4833,106.6
Mwene-Ditu,189177,-7,23.44
Kabwe,188979,-14.44,28.45
Quelimane,188964,-17.88,36.89
Cork,188907,51.8986,-8.4958
Parakou,188853,9.34,2.62
San Fernando del Valle de Catamarca,188812,-28.47,-65.78
Nandyāl,188654,15.5204,78.48
Waco,188448,31.5597,-97.1882
Angers,188380,47.48,-0.53
Mostaganem,188354,35.9404,0.09
Erie,188079,42.1168,-80.0733
Paarl,187865,-33.6996,18.96
Rio Grande,187838,-32.0495,-52.12
Szeged,187765,46.2504,20.15
Arapiraca,187668,-9.75,-36.67
Ternate,187521,0.793,127.363
Petropavlovsk-Kamchatskiy,187282,53.062,158.623
Kimch’aek-si,187270,40.6723,129.2027
Puerto Vallarta,187134,20.6771,-105.245
Gibraltar,187083,36.1324,-5.3781
Cachoeiro de Itapemirim,187019,-20.85,-41.13
Pinar del Río,186990,22.4175,-83.6981
Manp’o,186827,41.1454,126.2958
Olsztyn,186670,53.8,20.48
San Cristóbal,186661,16.75,-92.6334
Cienfuegos,186644,22.1444,-80.4403
Shendi,186611,16.6805,33.42
Pécs,186262,46.0804,18.22
Cedar Rapids,186160,41.9667,-91.6781
Marbella,186131,36.5166,-4.8833
Madiun,186099,-7.6346,111.515
Ed Damazin,186051,11.7704,34.35
Arica,185999,-18.5,-70.29
Hagerstown,185704,39.6402,-77.7217
Jamaame,185270,0.0722,42.7506
Tempe,185038,33.3881,-111.9318
Kütahya,185008,39.42,29.93
Yei,185000,4.0904,30.68
Mainz,184997,49.9825,8.2732
Ruse,184270,43.8537,25.9733
Tiaret,184195,35.3804,1.32
Fianarantsoa,184184,-21.4333,47.0833
Kramators’k,184105,48.7194,37.5344
